session_id,worker_id,order_id,model,prompt,sequence_id,question_id,question_type,question_category,question_text,choice_a,choice_b,choice_c,choice_d,answer,answer_text,lm_used,user_queries,user_query_types,lm_responses,user_answer,user_correct,elapsed_time,num_queries,num_events
03d85630921042559aecacbd8b00a1a8,24fe8f829de6d90f3af5a3cf58bae041,6,InstructDavinci,92,92,0,lm,Miscellany,During what war did Francis Scott Key write the words to 'The Star-Spangled Banner'?,American Revolution,War of 1812,Civil War,World War I,b,War of 1812,1,['During what war did Francis Scott Key write the words to the Star-Spangled Banner?'],['close;question'],['The War of 1812'],b,1,0.43,1,97
03d85630921042559aecacbd8b00a1a8,24fe8f829de6d90f3af5a3cf58bae041,7,InstructDavinci,92,92,12,lm,US foreign policy,"Peace, commerce, and honest friendship with all nations, entangling alliances with none'. Identify the speaker.",James Madison,Abraham Lincoln,Woodrow Wilson,Thomas Jefferson,d,Thomas Jefferson,1,"['Who said ""Peace, commerce, and honest friendship with all nations, entangling alliances with none""?', 'Who said ""Peace, commerce, and honest friendship with all nations, entangling alliances with none""? James Madison, Abraham Lincoln, Woodrow Wilson, or Thomas Jefferson?']","['close;question', 'question']","['George Washington', 'James Madison']",a,0,0.58,2,97
03d85630921042559aecacbd8b00a1a8,24fe8f829de6d90f3af5a3cf58bae041,8,InstructDavinci,92,92,29,lm,College chemistry,The fact that the infrared absorption frequency of deuterium chloride (DCl) is shifted from that of hydrogen chloride (HCl) is due to the differences in their,electron distribution,dipole moment,force constant,reduced mass,d,reduced mass,1,"['Which difference between DCl and HCl will affect their infrared absorption frequencies? Electron distribution, dipole moment, force constant, or reduced mass?']",['question'],['The reduced mass will affect the infrared absorption frequencies.'],d,1,1.01,1,184
03d85630921042559aecacbd8b00a1a8,24fe8f829de6d90f3af5a3cf58bae041,9,InstructDavinci,92,92,22,lm,Nutrition,What is the basic functional unit of skeletal muscle tissue?,the muscle fibre,the sarcomere,the myofibril,the sarcoplasmic reticulum,b,the sarcomere,1,['What is the basic functional unit of skeletal muscle tissue?'],['exact;question'],['The basic functional unit of skeletal muscle tissue is the sarcomere.'],b,1,0.13,1,7
03d85630921042559aecacbd8b00a1a8,24fe8f829de6d90f3af5a3cf58bae041,10,InstructDavinci,92,92,19,lm,Nutrition,The supplementation of diet with which fat soluble vitamins has been shown to reduce cardiovascular disease?,Vitamin A and D,Vitamin A and K,Vitamin D and E,None of the above,d,None of the above,1,['The supplementation of diet with which fat soluble vitamins has been shown to reduce cardiovascular disease?\nA.\xa0Vitamin A and D\nB.\xa0Vitamin A and K\nC.\xa0Vitamin D and E\nD.\xa0None of the above'],['close;question'],['C.\xa0Vitamin D and E'],c,0,2.51,1,20
045ca6fa58fa42e29faa4e89d96416a6,44cea51ae8c846a63fd84e4dfa1ab4bb,0,InstructBabbage,33,33,8,ctrl,Global facts,"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,b,26%,0,[],[],[],d,0,0.36,0,3
045ca6fa58fa42e29faa4e89d96416a6,44cea51ae8c846a63fd84e4dfa1ab4bb,1,InstructBabbage,33,33,12,ctrl,US foreign policy,"Peace, commerce, and honest friendship with all nations, entangling alliances with none'. Identify the speaker.",James Madison,Abraham Lincoln,Woodrow Wilson,Thomas Jefferson,d,Thomas Jefferson,0,[],[],[],a,0,0.02,0,2
045ca6fa58fa42e29faa4e89d96416a6,44cea51ae8c846a63fd84e4dfa1ab4bb,2,InstructBabbage,33,33,9,ctrl,Global facts,"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,d,10%,0,[],[],[],b,0,0.02,0,2
045ca6fa58fa42e29faa4e89d96416a6,44cea51ae8c846a63fd84e4dfa1ab4bb,3,InstructBabbage,33,33,24,ctrl,College chemistry,Cobalt-60 is used in the radiation therapy of cancer and can be produced by bombardment of cobalt-59 with which of the following?,Neutrons,Alpha particles,Beta particles,X-rays,a,Neutrons,0,[],[],[],c,0,0.03,0,2
045ca6fa58fa42e29faa4e89d96416a6,44cea51ae8c846a63fd84e4dfa1ab4bb,4,InstructBabbage,33,33,1,ctrl,Miscellany,What are the names of Donald Duck's three nephews?,Quick Quack Quock,Alvin Simon Theodore,Robbie Chip Ernie,Huey Dewey Louie,d,Huey Dewey Louie,0,[],[],[],d,1,0.04,0,2
045ca6fa58fa42e29faa4e89d96416a6,44cea51ae8c846a63fd84e4dfa1ab4bb,5,InstructBabbage,33,33,30,attn,attention,"Attention Check Question! Please select the answer that says ""Pick Me! :)"".",Blue,Carrot,Pick Me! :),Gold,c,Pick Me! :),0,[],[],[],c,1,0.02,0,2
045ca6fa58fa42e29faa4e89d96416a6,44cea51ae8c846a63fd84e4dfa1ab4bb,6,InstructBabbage,33,33,28,lm,College chemistry,A buffer is made from equal concentrations of a weak acid and its conjugate base. Doubling the volume of the buffer solution by adding water has what effect on its pH?,It has little effect.,It significantly increases the pH.,It significantly decreases the pH.,It changes the pH asymptotically to the pKa of the acid.,a,It has little effect.,1,['What effect on pH occurs by doubling the volume of a buffer solution by adding water?'],['question'],['The increase in volume of the buffer solution will cause the pH of the solution to increase by 2.4.'],b,0,2.27,1,124
045ca6fa58fa42e29faa4e89d96416a6,44cea51ae8c846a63fd84e4dfa1ab4bb,7,InstructBabbage,33,33,18,lm,Nutrition,What is the primary lipoprotein secreted from the liver that is at least partially composed of dietary derived lipids?,Chylomicrons,HDL,VLDL,LDL,c,VLDL,1,"['What lipoprotein is secreted from the liver that is partially composed of dietary lipids?', 'Which lipoprotein is secreted from the liver that is partially composed of dietary lipids?', 'Chlomicrons, HDL, VLDL, LDL. Which lipoprotein is secreted from the liver that is partially composed of dietary lipids?', 'Chlomicrons, HDL, VLDL, LDL. Which primary lipoprotein is secreted from the liver that is partially composed of dietary lipids?']","['close;question', 'close;question', 'close;question', 'close;question']","['A lipoprotein is secreted from the liver that is partially composed of dietary lipids.', 'The lipoprotein secreted from the liver is a type of protein that is partially composed of dietary lipids.', 'The lipoprotein that is secreted from the liver that is partially composed of dietary lipids is called Chlomicrons.', 'The primary lipoprotein that is secreted from the liver that is partially composed of dietary lipids is Chlomicrons.']",a,0,1.78,4,175
045ca6fa58fa42e29faa4e89d96416a6,44cea51ae8c846a63fd84e4dfa1ab4bb,8,InstructBabbage,33,33,2,lm,Miscellany,Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,"I have gathered the facts, and I know what really happened.","I understand you, and I know what is best for you.",I believe you understood the class rules.,I respect you as a person with your own ideas and feelings.,d,I respect you as a person with your own ideas and feelings.,0,[],[],[],d,1,0.5,0,4
045ca6fa58fa42e29faa4e89d96416a6,44cea51ae8c846a63fd84e4dfa1ab4bb,9,InstructBabbage,33,33,20,lm,Nutrition,"When using bioelectrical impedance for measuring body composition, why does an electrical current travel faster through muscle than it does through fat?",Muscle contains less water than fat,Muscle contains more water than fat,Muscle weighs more than fat,Muscle weighs less than fat,b,Muscle contains more water than fat,1,"['Why does electrical current travel faster through muscle than it does through fat?', 'Does electrical current travel faster through muscle than it does through fat because it weighs more?', 'Does electrical current travel faster through muscle than it does through fat because of water content?', 'Bioelectrical impedance Does electrical current travel faster through muscle than it does through fat because of water content?', 'Bioelectrical impedance Does electrical current travel faster through muscle than it does through fat because of more water content']","['question', 'question', 'question', 'close;question', 'close;others']","['The electrical current travels faster through muscle than it does through fat because muscle is a more resistive medium than fat.', 'There is no definitive answer to this question as it depends on the specific muscles and their structure. Generally speaking, current travels faster through muscles than through fat because the muscles are more dense and contain more muscle cells.', ""There is no definitive answer to this question. Some experts believe that electrical current travels faster through muscle than it does through fat because of the water content of the two materials. Others believe that the water content doesn't play a significant role in the speed of electrical current through muscle, and that the electrical current travels the same speed through both types of material."", 'There is no scientific evidence to support this claim.', '?\n\nThere is no definitive answer to this question as there is significant research that varies in its findings. However, based on what is known about muscle and fat, it is likely that electrical current does travel faster through muscle than through fat. This is because muscle is made up of a larger number of muscles and fat is made up of a smaller number of cells, which means that there is more water content in muscle than in fat.']",b,1,3.11,5,259
045ca6fa58fa42e29faa4e89d96416a6,44cea51ae8c846a63fd84e4dfa1ab4bb,10,InstructBabbage,33,33,17,lm,US foreign policy,What did the Moscow Treaty on Strategic Offensive Reductions do?,Required the United States and Russia to demobilize their armies,Required the United States and Russia to dismantle a significant number of their nuclear weapons,Prohibited the acquisition of new military bases,Prohibited short-range nuclear weapons,b,Required the United States and Russia to dismantle a significant number of their nuclear weapons,1,"['What does Moscow Treat On Strategic Offensive Reduction do', 'What does Moscow Treat On Strategic Offensive Reduction require', 'What does Moscow Treat On Strategic Offensive Reduction prohibit', 'Moscow Treat On Strategic Offensive Reduction requires Russia and the United States to', 'Moscow Treat On Strategic Offensive Reduction requires Russia and the United States to demobilize', 'Moscow Treat On Strategic Offensive Reduction requires Russia and the United States to demantle']","['close;question', 'close;question', 'close;question', 'completion', 'others', 'others']","['Moscow treats strategic offensive reduction as a top priority. This means that Moscow is committed to reducing its strategic offensive capabilities in order to improve its security and stability. This can be done by reducing its number of strategic nuclear weapons, by modernizing its nuclear infrastructure, or by reducing its production of nuclear weapons.', '?\n\nMoscow treats strategic offensive reduction as a pressing military need. It is not a strategic priority.', 'There is no specific prohibition against Moscow Treating On Strategic Offensive Reduction, but it is generally discouraged because it can lead to strategic deterioration and a decline in military capabilities.', 'agree to a number of specific strategic objectives, including the following:\n\n-Reducing the number of nuclear weapons\n-Reducing the number of ballistic missiles\n-Reducing the number of chemical weapons\n-Reducing the number of conventional weapons', 'The United States and Russia must demobilize their armies and navy by the end of the year in order to reduce the risk of a nuclear war.', 'The Russian-American strategic offensive reduction agreement requires Russia and the United States to demilitarize their nuclear arsenals and to cooperate on nuclear security issues.']",a,0,3.71,6,197
04af9e1b6adf420d98cb721f452a00f4,6588854ceffdfb7d47aed8144feb7e19,0,InstructBabbage,60,60,23,lm,Nutrition,"On a global scale, trends are suggesting that with rising incomes and urbanization we are seeing a rise in which food commodities?",Roots and Tubers,Fruits and vegetables,Beans and lentils,Meat and Dairy products,d,Meat and Dairy products,1,['Rising incomes and urbanization are causing a rise in what food commodities?'],['question'],"['There is no definitive answer to this question as it depends on a number of factors, such as the level of income and population density of a city. However, some food commodities that may be rising in price as a result of this trend include meat, milk, and eggs.']",d,1,0.92,1,105
04af9e1b6adf420d98cb721f452a00f4,6588854ceffdfb7d47aed8144feb7e19,1,InstructBabbage,60,60,20,lm,Nutrition,"When using bioelectrical impedance for measuring body composition, why does an electrical current travel faster through muscle than it does through fat?",Muscle contains less water than fat,Muscle contains more water than fat,Muscle weighs more than fat,Muscle weighs less than fat,b,Muscle contains more water than fat,1,"['Why does an electrical current travel faster through muscle than through fat?', 'Does muscle contain more water than fat?']","['question', 'question']","['The electrical current travels faster through muscle than through fat because muscle is more conductive than fat.', 'The answer to this question is not definitive. Muscle and fat are both types of tissue, and while muscle contains more water than fat, it is not clear whether this is because muscle is more porous or because muscle contains more water per unit mass.']",b,1,0.96,2,136
